Date,PracticeCode,HB,HSCP,Sex,SexQF,AllAges,AllAgesQF,Ages0to4,Ages0To4QF,Ages5to14,Ages5To14QF,Ages15to24,Ages15To24QF,Ages25to44,Ages25To44QF,Ages45to64,Ages45To64QF,Ages65to74,Ages65To74QF,Ages75to84,Ages75To84QF,Ages85plus,Ages85PlusQF
20241001,10002,S08000030,S37000007,Male,,4109,,173,,466,,421,,943,,1170,,510,,327,,99,
20241001,10002,S08000030,S37000007,Female,,4221,,172,,394,,420,,975,,1262,,547,,352,,99,
20241001,10002,S08000030,S37000007,All,d,8330,,345,,860,,841,,1918,,2432,,1057,,679,,198,
20241001,10017,S08000030,S37000033,Male,,3742,,136,,401,,541,,810,,998,,419,,322,,115,
20241001,10017,S08000030,S37000033,Female,,3721,,119,,359,,493,,803,,964,,456,,348,,179,
20241001,10017,S08000030,S37000033,All,d,7463,,255,,760,,1034,,1613,,1962,,875,,670,,294,
20241001,10036,S08000030,S37000033,Male,,2452,,96,,209,,253,,518,,739,,339,,229,,69,
20241001,10036,S08000030,S37000033,Female,,2412,,56,,203,,198,,493,,742,,355,,256,,109,
20241001,10036,S08000030,S37000033,All,d,4864,,152,,412,,451,,1011,,1481,,694,,485,,178,
20241001,10106,S08000030,S37000007,Male,,3106,,96,,307,,336,,618,,870,,401,,346,,132,
20241001,10106,S08000030,S37000007,Female,,3350,,78,,270,,313,,642,,915,,459,,429,,244,
20241001,10106,S08000030,S37000007,All,d,6456,,174,,577,,649,,1260,,1785,,860,,775,,376,
20241001,10125,S08000030,S37000033,Male,,2261,,82,,178,,205,,450,,667,,396,,228,,55,
20241001,10125,S08000030,S37000033,Female,,2371,,58,,189,,181,,479,,704,,401,,260,,99,
20241001,10125,S08000030,S37000033,All,d,4632,,140,,367,,386,,929,,1371,,797,,488,,154,
20241001,10182,S08000030,S37000003,Male,,4815,,185,,470,,548,,1245,,1331,,548,,375,,113,
20241001,10182,S08000030,S37000003,Female,,4938,,179,,457,,499,,1155,,1332,,615,,507,,194,
20241001,10182,S08000030,S37000003,All,d,9753,,364,,927,,1047,,2400,,2663,,1163,,882,,307,
20241001,10233,S08000030,S37000003,Male,,3496,,140,,396,,383,,913,,973,,374,,243,,74,
20241001,10233,S08000030,S37000003,Female,,3551,,149,,392,,394,,946,,912,,369,,290,,99,
20241001,10233,S08000030,S37000003,All,d,7047,,289,,788,,777,,1859,,1885,,743,,533,,173,
20241001,10286,S08000030,S37000003,Male,,2519,,132,,285,,295,,670,,662,,276,,156,,43,
20241001,10286,S08000030,S37000003,Female,,2608,,110,,275,,311,,653,,683,,293,,197,,86,
20241001,10286,S08000030,S37000003,All,d,5127,,242,,560,,606,,1323,,1345,,569,,353,,129,
20241001,10322,S08000030,S37000003,Male,,4283,,190,,477,,451,,1157,,1112,,492,,318,,86,
20241001,10322,S08000030,S37000003,Female,,4358,,181,,463,,423,,1143,,1152,,505,,361,,130,
20241001,10322,S08000030,S37000003,All,d,8641,,371,,940,,874,,2300,,2264,,997,,679,,216,
20241001,10361,S08000030,S37000033,Male,,5446,,219,,571,,580,,1266,,1513,,689,,440,,168,
20241001,10361,S08000030,S37000033,Female,,5502,,190,,517,,538,,1223,,1630,,725,,471,,208,
20241001,10361,S08000030,S37000033,All,d,10948,,409,,1088,,1118,,2489,,3143,,1414,,911,,376,
20241001,10407,S08000030,S37000033,Male,,3841,,131,,381,,366,,850,,962,,575,,440,,136,
20241001,10407,S08000030,S37000033,Female,,4064,,130,,352,,339,,824,,1058,,622,,517,,222,
20241001,10407,S08000030,S37000033,All,d,7905,,261,,733,,705,,1674,,2020,,1197,,957,,358,
20241001,10445,S08000030,S37000033,Male,,1961,,80,,208,,165,,518,,509,,277,,149,,55,
20241001,10445,S08000030,S37000033,Female,,1970,,90,,195,,137,,515,,513,,276,,153,,91,
20241001,10445,S08000030,S37000033,All,d,3931,,170,,403,,302,,1033,,1022,,553,,302,,146,
20241001,10498,S08000030,S37000003,Male,,4320,,173,,435,,485,,1075,,1207,,532,,308,,105,
20241001,10498,S08000030,S37000003,Female,,4263,,151,,452,,439,,998,,1162,,523,,362,,176,
20241001,10498,S08000030,S37000003,All,d,8583,,324,,887,,924,,2073,,2369,,1055,,670,,281,
20241001,10638,S08000030,S37000003,Male,,6419,,187,,655,,703,,1451,,1775,,850,,619,,179,
20241001,10638,S08000030,S37000003,Female,,6849,,220,,642,,662,,1488,,1931,,945,,732,,229,
20241001,10638,S08000030,S37000003,All,d,13268,,407,,1297,,1365,,2939,,3706,,1795,,1351,,408,
20241001,10708,S08000030,S37000033,Male,,1317,,31,,123,,112,,224,,378,,233,,155,,61,
20241001,10708,S08000030,S37000033,Female,,1399,,43,,103,,99,,216,,415,,208,,214,,101,
20241001,10708,S08000030,S37000033,All,d,2716,,74,,226,,211,,440,,793,,441,,369,,162,
20241001,10746,S08000030,S37000033,Male,,3089,,109,,288,,310,,745,,862,,424,,268,,83,
20241001,10746,S08000030,S37000033,Female,,3102,,122,,294,,284,,718,,874,,439,,263,,108,
20241001,10746,S08000030,S37000033,All,d,6191,,231,,582,,594,,1463,,1736,,863,,531,,191,
20241001,10835,S08000030,S37000033,Male,,1963,,62,,223,,203,,480,,546,,224,,175,,50,
20241001,10835,S08000030,S37000033,Female,,2051,,79,,214,,188,,423,,598,,263,,192,,94,
20241001,10835,S08000030,S37000033,All,d,4014,,141,,437,,391,,903,,1144,,487,,367,,144,
20241001,11058,S08000030,S37000007,Male,,5571,,125,,308,,1131,,2429,,978,,351,,203,,46,
20241001,11058,S08000030,S37000007,Female,,5634,,101,,272,,1574,,2243,,785,,337,,242,,80,
20241001,11058,S08000030,S37000007,All,d,11205,,226,,580,,2705,,4672,,1763,,688,,445,,126,
20241001,11096,S08000030,S37000007,Male,,2573,,110,,290,,269,,739,,685,,286,,145,,49,
20241001,11096,S08000030,S37000007,Female,,2556,,93,,279,,298,,758,,594,,270,,183,,81,
20241001,11096,S08000030,S37000007,All,d,5129,,203,,569,,567,,1497,,1279,,556,,328,,130,
20241001,11128,S08000030,S37000007,Male,,4672,,213,,529,,580,,1381,,1218,,420,,264,,67,
20241001,11128,S08000030,S37000007,Female,,4762,,202,,497,,505,,1344,,1262,,482,,343,,127,
20241001,11128,S08000030,S37000007,All,d,9434,,415,,1026,,1085,,2725,,2480,,902,,607,,194,
20241001,11166,S08000030,S37000007,Male,,5083,,240,,516,,538,,1582,,1354,,515,,282,,56,
20241001,11166,S08000030,S37000007,Female,,5071,,245,,524,,546,,1497,,1235,,547,,349,,128,
20241001,11166,S08000030,S37000007,All,d,10154,,485,,1040,,1084,,3079,,2589,,1062,,631,,184,
20241001,11171,S08000030,S37000007,Male,,6396,,276,,724,,699,,1985,,1581,,640,,363,,128,
20241001,11171,S08000030,S37000007,Female,,6798,,265,,697,,695,,2046,,1698,,665,,486,,246,
20241001,11171,S08000030,S37000007,All,d,13194,,541,,1421,,1394,,4031,,3279,,1305,,849,,374,
20241001,11221,S08000030,S37000007,Male,,3060,,261,,539,,344,,1036,,582,,163,,109,,26,
20241001,11221,S08000030,S37000007,Female,,3316,,257,,490,,390,,1228,,571,,205,,127,,48,
20241001,11221,S08000030,S37000007,All,d,6376,,518,,1029,,734,,2264,,1153,,368,,236,,74,
20241001,11289,S08000030,S37000007,Male,,4779,,218,,436,,588,,1686,,1160,,415,,210,,66,
20241001,11289,S08000030,S37000007,Female,,4715,,213,,439,,621,,1543,,1028,,462,,288,,121,
20241001,11289,S08000030,S37000007,All,d,9494,,431,,875,,1209,,3229,,2188,,877,,498,,187,
20241001,11306,S08000030,S37000007,Male,,4445,,121,,442,,507,,958,,1296,,583,,409,,129,
20241001,11306,S08000030,S37000007,Female,,4921,,136,,430,,494,,963,,1382,,647,,569,,300,
20241001,11306,S08000030,S37000007,All,d,9366,,257,,872,,1001,,1921,,2678,,1230,,978,,429,
20241001,11363,S08000030,S37000007,Male,,5503,,185,,387,,947,,2275,,1057,,390,,203,,59,
20241001,11363,S08000030,S37000007,Female,,5302,,149,,383,,1361,,1780,,879,,391,,240,,119,
20241001,11363,S08000030,S37000007,All,d,10805,,334,,770,,2308,,4055,,1936,,781,,443,,178,
20241001,11382,S08000030,S37000007,Male,,4550,,209,,519,,582,,1414,,1141,,402,,230,,53,
20241001,11382,S08000030,S37000007,Female,,4326,,177,,479,,506,,1227,,1140,,416,,275,,106,
20241001,11382,S08000030,S37000007,All,d,8876,,386,,998,,1088,,2641,,2281,,818,,505,,159,
20241001,11486,S08000030,S37000007,Male,,4084,,180,,479,,522,,1347,,948,,384,,181,,43,
20241001,11486,S08000030,S37000007,Female,,4053,,175,,487,,481,,1256,,977,,375,,208,,94,
20241001,11486,S08000030,S37000007,All,d,8137,,355,,966,,1003,,2603,,1925,,759,,389,,137,
20241001,11645,S08000030,S37000007,Male,,4411,,200,,585,,599,,1343,,1023,,391,,207,,63,
20241001,11645,S08000030,S37000007,Female,,4355,,179,,469,,527,,1302,,1139,,435,,223,,81,
20241001,11645,S08000030,S37000007,All,d,8766,,379,,1054,,1126,,2645,,2162,,826,,430,,144,
20241001,11650,S08000030,S37000007,Male,,4041,,178,,433,,400,,1275,,1041,,428,,221,,65,
20241001,11650,S08000030,S37000007,Female,,4072,,169,,449,,476,,1232,,986,,406,,246,,108,
20241001,11650,S08000030,S37000007,All,d,8113,,347,,882,,876,,2507,,2027,,834,,467,,173,
20241001,11823,S08000030,S37000007,Male,,4291,,202,,549,,549,,1214,,1058,,419,,235,,65,
20241001,11823,S08000030,S37000007,Female,,4359,,196,,531,,475,,1229,,1092,,434,,286,,116,
20241001,11823,S08000030,S37000007,All,d,8650,,398,,1080,,1024,,2443,,2150,,853,,521,,181,
20241001,11861,S08000030,S37000007,Male,,4443,,172,,412,,533,,1610,,1054,,364,,231,,67,
20241001,11861,S08000030,S37000007,Female,,4045,,163,,418,,502,,1242,,909,,366,,322,,123,
20241001,11861,S08000030,S37000007,All,d,8488,,335,,830,,1035,,2852,,1963,,730,,553,,190,
20241001,11931,S08000030,S37000007,Male,,3399,,104,,372,,393,,931,,965,,375,,209,,50,
20241001,11931,S08000030,S37000007,Female,,3334,,116,,314,,343,,875,,959,,377,,258,,92,
20241001,11931,S08000030,S37000007,All,d,6733,,220,,686,,736,,1806,,1924,,752,,467,,142,
20241001,12210,S08000030,S37000007,Male,,2715,,122,,309,,323,,829,,712,,271,,106,,43,
20241001,12210,S08000030,S37000007,Female,,2796,,129,,289,,293,,827,,686,,311,,171,,90,
20241001,12210,S08000030,S37000007,All,d,5511,,251,,598,,616,,1656,,1398,,582,,277,,133,
20241001,12281,S08000030,S37000007,Male,,4030,,124,,285,,707,,1576,,826,,304,,160,,48,
20241001,12281,S08000030,S37000007,Female,,4161,,106,,267,,1108,,1376,,706,,300,,205,,93,
20241001,12281,S08000030,S37000007,All,d,8191,,230,,552,,1815,,2952,,1532,,604,,365,,141,
20241001,12831,S08000030,S37000007,Male,,2535,,141,,293,,291,,832,,628,,208,,108,,34,
20241001,12831,S08000030,S37000007,Female,,2474,,134,,273,,325,,815,,562,,186,,122,,57,
20241001,12831,S08000030,S37000007,All,d,5009,,275,,566,,616,,1647,,1190,,394,,230,,91,
20241001,13049,S08000030,S37000033,Male,,2086,,93,,194,,195,,469,,599,,273,,205,,58,
20241001,13049,S08000030,S37000033,Female,,2246,,79,,182,,244,,487,,661,,298,,215,,80,
20241001,13049,S08000030,S37000033,All,d,4332,,172,,376,,439,,956,,1260,,571,,420,,138,
20241001,13091,S08000030,S37000003,Male,,1362,,48,,137,,130,,280,,365,,202,,158,,42,
20241001,13091,S08000030,S37000003,Female,,1376,,53,,153,,84,,270,,385,,213,,154,,64,
20241001,13091,S08000030,S37000003,All,d,2738,,101,,290,,214,,550,,750,,415,,312,,106,
20241001,13142,S08000030,S37000033,Male,,1806,,96,,222,,184,,422,,507,,223,,107,,45,
20241001,13142,S08000030,S37000033,Female,,1827,,95,,192,,176,,460,,527,,200,,127,,50,
20241001,13142,S08000030,S37000033,All,d,3633,,191,,414,,360,,882,,1034,,423,,234,,95,
20241001,13195,S08000030,S37000003,Male,,2240,,91,,222,,238,,502,,597,,314,,213,,63,
20241001,13195,S08000030,S37000003,Female,,2452,,88,,212,,240,,561,,673,,330,,264,,84,
20241001,13195,S08000030,S37000003,All,d,4692,,179,,434,,478,,1063,,1270,,644,,477,,147,
20241001,13231,S08000030,S37000003,Male,,4595,,133,,447,,484,,1038,,1338,,607,,432,,116,
20241001,13231,S08000030,S37000003,Female,,4410,,143,,402,,460,,936,,1268,,594,,449,,158,
20241001,13231,S08000030,S37000003,All,d,9005,,276,,849,,944,,1974,,2606,,1201,,881,,274,
20241001,13284,S08000030,S37000003,Male,,3608,,179,,385,,345,,872,,962,,475,,291,,99,
20241001,13284,S08000030,S37000003,Female,,3828,,171,,345,,360,,900,,1074,,505,,323,,150,
20241001,13284,S08000030,S37000003,All,d,7436,,350,,730,,705,,1772,,2036,,980,,614,,249,
20241001,13481,S08000030,S37000033,Male,,4753,,160,,491,,529,,904,,1449,,661,,432,,127,
20241001,13481,S08000030,S37000033,Female,,5017,,172,,458,,499,,984,,1528,,691,,505,,180,
20241001,13481,S08000030,S37000033,All,d,9770,,332,,949,,1028,,1888,,2977,,1352,,937,,307,
20241001,13496,S08000030,S37000033,Male,,2344,,137,,270,,239,,564,,612,,291,,186,,45,
20241001,13496,S08000030,S37000033,Female,,2418,,123,,290,,206,,622,,630,,315,,166,,66,
20241001,13496,S08000030,S37000033,All,d,4762,,260,,560,,445,,1186,,1242,,606,,352,,111,
20241001,13532,S08000030,S37000003,Male,,4431,,169,,478,,489,,988,,1263,,562,,390,,92,
20241001,13532,S08000030,S37000003,Female,,4585,,168,,449,,425,,1003,,1329,,563,,482,,166,
20241001,13532,S08000030,S37000003,All,d,9016,,337,,927,,914,,1991,,2592,,1125,,872,,258,
20241001,13571,S08000030,S37000003,Male,,5451,,240,,656,,570,,1205,,1409,,648,,553,,170,
20241001,13571,S08000030,S37000003,Female,,5978,,228,,647,,563,,1316,,1516,,723,,682,,303,
20241001,13571,S08000030,S37000003,All,d,11429,,468,,1303,,1133,,2521,,2925,,1371,,1235,,473,
20241001,13621,S08000030,S37000003,Male,,3494,,137,,415,,365,,851,,984,,411,,260,,71,
20241001,13621,S08000030,S37000003,Female,,3624,,154,,361,,358,,852,,1022,,443,,311,,123,
20241001,13621,S08000030,S37000003,All,d,7118,,291,,776,,723,,1703,,2006,,854,,571,,194,
20241001,13660,S08000030,S37000003,Male,,2442,,89,,276,,291,,587,,711,,271,,163,,54,
20241001,13660,S08000030,S37000003,Female,,2428,,100,,272,,240,,559,,715,,288,,183,,71,
20241001,13660,S08000030,S37000003,All,d,4870,,189,,548,,531,,1146,,1426,,559,,346,,125,
20241001,13706,S08000030,S37000003,Male,,2931,,97,,327,,309,,675,,831,,361,,271,,60,
20241001,13706,S08000030,S37000003,Female,,2856,,94,,278,,272,,639,,825,,376,,275,,97,
20241001,13706,S08000030,S37000003,All,d,5787,,191,,605,,581,,1314,,1656,,737,,546,,157,
20241001,13848,S08000030,S37000033,Male,,3284,,112,,351,,363,,848,,927,,372,,250,,61,
20241001,13848,S08000030,S37000033,Female,,3253,,105,,299,,306,,826,,935,,388,,284,,110,
20241001,13848,S08000030,S37000033,All,d,6537,,217,,650,,669,,1674,,1862,,760,,534,,171,
20241001,13891,S08000030,S37000033,Male,,4722,,219,,489,,556,,1337,,1220,,460,,338,,103,
20241001,13891,S08000030,S37000033,Female,,4959,,195,,455,,552,,1301,,1284,,603,,398,,171,
20241001,13891,S08000030,S37000033,All,d,9681,,414,,944,,1108,,2638,,2504,,1063,,736,,274,
20241001,13941,S08000030,S37000033,Male,,5429,,232,,635,,619,,1439,,1490,,570,,342,,102,
20241001,13941,S08000030,S37000033,Female,,5530,,218,,581,,556,,1422,,1499,,620,,431,,203,
20241001,13941,S08000030,S37000033,All,d,10959,,450,,1216,,1175,,2861,,2989,,1190,,773,,305,
20241001,13975,S08000030,S37000033,Male,,2011,,81,,240,,239,,696,,484,,145,,94,,32,
20241001,13975,S08000030,S37000033,Female,,1911,,79,,223,,211,,586,,478,,171,,112,,51,
20241001,13975,S08000030,S37000033,All,d,3922,,160,,463,,450,,1282,,962,,316,,206,,83,
20241001,14037,S08000030,S37000033,Male,,8038,,327,,801,,1063,,1892,,2081,,978,,664,,232,
20241001,14037,S08000030,S37000033,Female,,8570,,278,,823,,1082,,1897,,2245,,1083,,805,,357,
20241001,14037,S08000030,S37000033,All,d,16608,,605,,1624,,2145,,3789,,4326,,2061,,1469,,589,
20241001,14249,S08000030,S37000033,Male,,3819,,148,,433,,429,,1170,,986,,403,,199,,51,
20241001,14249,S08000030,S37000033,Female,,3697,,179,,405,,386,,1120,,912,,375,,235,,85,
20241001,14249,S08000030,S37000033,All,d,7516,,327,,838,,815,,2290,,1898,,778,,434,,136,
20241001,14291,S08000030,S37000033,Male,,4872,,181,,491,,519,,1498,,1283,,513,,284,,103,
20241001,14291,S08000030,S37000033,Female,,4621,,182,,466,,422,,1270,,1215,,512,,399,,155,
20241001,14291,S08000030,S37000033,All,d,9493,,363,,957,,941,,2768,,2498,,1025,,683,,258,
20241001,14342,S08000030,S37000033,Male,,3390,,140,,386,,367,,1048,,859,,318,,213,,59,
20241001,14342,S08000030,S37000033,Female,,3388,,138,,388,,322,,964,,843,,358,,275,,100,
20241001,14342,S08000030,S37000033,All,d,6778,,278,,774,,689,,2012,,1702,,676,,488,,159,
20241001,14501,S08000030,S37000033,Male,,2460,,75,,204,,157,,606,,703,,366,,244,,105,
20241001,14501,S08000030,S37000033,Female,,2511,,59,,160,,180,,554,,742,,396,,277,,143,
20241001,14501,S08000030,S37000033,All,d,4971,,134,,364,,337,,1160,,1445,,762,,521,,248,
20241001,14569,S08000030,S37000033,Male,,2164,,97,,231,,235,,513,,614,,253,,176,,45,
20241001,14569,S08000030,S37000033,Female,,2132,,84,,196,,192,,508,,654,,242,,188,,68,
20241001,14569,S08000030,S37000033,All,d,4296,,181,,427,,427,,1021,,1268,,495,,364,,113,
20241001,16013,S08000016,S37000025,Male,,1893,,60,,177,,191,,486,,568,,253,,128,,30,
20241001,16013,S08000016,S37000025,Female,,1781,,65,,146,,169,,448,,530,,222,,148,,53,
20241001,16013,S08000016,S37000025,All,d,3674,,125,,323,,360,,934,,1098,,475,,276,,83,
20241001,16032,S08000016,S37000025,Male,,3379,,126,,352,,307,,734,,968,,475,,317,,100,
20241001,16032,S08000016,S37000025,Female,,3501,,140,,349,,293,,708,,1008,,518,,343,,142,
20241001,16032,S08000016,S37000025,All,d,6880,,266,,701,,600,,1442,,1976,,993,,660,,242,
20241001,16047,S08000016,S37000025,Male,,828,,22,,61,,70,,132,,269,,141,,109,,24,
20241001,16047,S08000016,S37000025,Female,,804,,14,,61,,72,,123,,249,,142,,102,,41,
20241001,16047,S08000016,S37000025,All,d,1632,,36,,122,,142,,255,,518,,283,,211,,65,
20241001,16051,S08000016,S37000025,Male,,3445,,120,,384,,371,,682,,976,,462,,344,,106,
20241001,16051,S08000016,S37000025,Female,,3546,,103,,340,,310,,706,,1056,,499,,403,,129,
20241001,16051,S08000016,S37000025,All,d,6991,,223,,724,,681,,1388,,2032,,961,,747,,235,
20241001,16066,S08000016,S37000025,Male,,3202,,101,,326,,343,,646,,939,,485,,288,,74,
20241001,16066,S08000016,S37000025,Female,,3179,,112,,348,,295,,629,,904,,485,,313,,93,
20241001,16066,S08000016,S37000025,All,d,6381,,213,,674,,638,,1275,,1843,,970,,601,,167,
20241001,16085,S08000016,S37000025,Male,,3604,,129,,324,,373,,793,,1011,,494,,372,,108,
20241001,16085,S08000016,S37000025,Female,,3686,,109,,312,,302,,768,,1056,,579,,412,,148,
20241001,16085,S08000016,S37000025,All,d,7290,,238,,636,,675,,1561,,2067,,1073,,784,,256,
20241001,16121,S08000016,S37000025,Male,,2383,,87,,239,,272,,494,,724,,304,,198,,65,
20241001,16121,S08000016,S37000025,Female,,2387,,83,,220,,228,,490,,725,,328,,216,,97,
20241001,16121,S08000016,S37000025,All,d,4770,,170,,459,,500,,984,,1449,,632,,414,,162,
20241001,16136,S08000016,S37000025,Male,,5823,,227,,553,,535,,1148,,1563,,918,,678,,201,
20241001,16136,S08000016,S37000025,Female,,6196,,171,,495,,551,,1155,,1785,,965,,754,,320,
20241001,16136,S08000016,S37000025,All,d,12019,,398,,1048,,1086,,2303,,3348,,1883,,1432,,521,
20241001,16141,S08000016,S37000025,Male,,2884,,104,,269,,289,,680,,827,,381,,251,,83,
20241001,16141,S08000016,S37000025,Female,,2958,,87,,279,,252,,624,,856,,396,,341,,123,
20241001,16141,S08000016,S37000025,All,d,5842,,191,,548,,541,,1304,,1683,,777,,592,,206,
20241001,16160,S08000016,S37000025,Male,,2920,,75,,314,,369,,603,,885,,355,,241,,78,
20241001,16160,S08000016,S37000025,Female,,3020,,90,,314,,288,,630,,903,,370,,287,,138,
20241001,16160,S08000016,S37000025,All,d,5940,,165,,628,,657,,1233,,1788,,725,,528,,216,
20241001,16174,S08000016,S37000025,Male,,1918,,81,,210,,193,,420,,588,,237,,145,,44,
20241001,16174,S08000016,S37000025,Female,,2041,,64,,225,,210,,443,,609,,258,,155,,77,
20241001,16174,S08000016,S37000025,All,d,3959,,145,,435,,403,,863,,1197,,495,,300,,121,
20241001,16206,S08000016,S37000025,Male,,1915,,67,,124,,153,,360,,544,,337,,254,,76,
20241001,16206,S08000016,S37000025,Female,,2003,,62,,125,,128,,342,,588,,372,,272,,114,
20241001,16206,S08000016,S37000025,All,d,3918,,129,,249,,281,,702,,1132,,709,,526,,190,
20241001,16211,S08000016,S37000025,Male,,2950,,113,,297,,299,,672,,873,,349,,273,,74,
20241001,16211,S08000016,S37000025,Female,,3057,,108,,305,,265,,645,,875,,404,,312,,143,
20241001,16211,S08000016,S37000025,All,d,6007,,221,,602,,564,,1317,,1748,,753,,585,,217,
20241001,16230,S08000016,S37000025,Male,,2317,,114,,271,,239,,593,,621,,271,,169,,39,
20241001,16230,S08000016,S37000025,Female,,2398,,81,,251,,227,,648,,623,,288,,220,,60,
20241001,16230,S08000016,S37000025,All,d,4715,,195,,522,,466,,1241,,1244,,559,,389,,99,
20241001,16259,S08000016,S37000025,Male,,2555,,104,,231,,277,,704,,688,,318,,171,,62,
20241001,16259,S08000016,S37000025,Female,,2783,,89,,259,,332,,750,,714,,307,,222,,110,
20241001,16259,S08000016,S37000025,All,d,5338,,193,,490,,609,,1454,,1402,,625,,393,,172,
20241001,16282,S08000016,S37000025,Male,,1644,,67,,163,,162,,375,,495,,213,,131,,38,
20241001,16282,S08000016,S37000025,Female,,1582,,49,,147,,142,,340,,487,,209,,165,,43,
20241001,16282,S08000016,S37000025,All,d,3226,,116,,310,,304,,715,,982,,422,,296,,81,
20241001,16297,S08000016,S37000025,Male,,2561,,82,,283,,295,,736,,701,,277,,142,,45,
20241001,16297,S08000016,S37000025,Female,,2529,,86,,259,,308,,654,,688,,282,,197,,55,
20241001,16297,S08000016,S37000025,All,d,5090,,168,,542,,603,,1390,,1389,,559,,339,,100,
20241001,16475,S08000016,S37000025,Male,,714,,36,,72,,64,,167,,199,,102,,58,,16,
20241001,16475,S08000016,S37000025,Female,,736,,31,,54,,84,,166,,215,,101,,69,,16,
20241001,16475,S08000016,S37000025,All,d,1450,,67,,126,,148,,333,,414,,203,,127,,32,
20241001,16507,S08000016,S37000025,Male,,3268,,128,,350,,336,,740,,883,,460,,314,,57,
20241001,16507,S08000016,S37000025,Female,,3466,,124,,366,,358,,732,,938,,484,,341,,123,
20241001,16507,S08000016,S37000025,All,d,6734,,252,,716,,694,,1472,,1821,,944,,655,,180,
20241001,16545,S08000016,S37000025,Male,,5857,,267,,563,,556,,1361,,1652,,797,,516,,145,
20241001,16545,S08000016,S37000025,Female,,5891,,204,,587,,556,,1354,,1625,,761,,556,,248,
20241001,16545,S08000016,S37000025,All,d,11748,,471,,1150,,1112,,2715,,3277,,1558,,1072,,393,
20241001,16550,S08000016,S37000025,Male,,2329,,87,,310,,254,,458,,726,,302,,156,,36,
20241001,16550,S08000016,S37000025,Female,,2327,,77,,247,,244,,481,,758,,297,,180,,43,
20241001,16550,S08000016,S37000025,All,d,4656,,164,,557,,498,,939,,1484,,599,,336,,79,
20241001,16564,S08000016,S37000025,Male,,1704,,75,,171,,201,,342,,503,,214,,139,,59,
20241001,16564,S08000016,S37000025,Female,,1756,,70,,161,,179,,355,,509,,240,,163,,79,
20241001,16564,S08000016,S37000025,All,d,3460,,145,,332,,380,,697,,1012,,454,,302,,138,
20241001,18057,S08000017,S37000006,Male,,1601,,65,,160,,177,,389,,450,,194,,124,,42,
20241001,18057,S08000017,S37000006,Female,,1549,,47,,159,,158,,354,,434,,199,,154,,44,
20241001,18057,S08000017,S37000006,All,d,3150,,112,,319,,335,,743,,884,,393,,278,,86,
20241001,18095,S08000017,S37000006,Male,,2223,,94,,264,,263,,487,,582,,301,,188,,44,
20241001,18095,S08000017,S37000006,Female,,2230,,91,,238,,209,,504,,598,,296,,208,,86,
20241001,18095,S08000017,S37000006,All,d,4453,,185,,502,,472,,991,,1180,,597,,396,,130,
20241001,18112,S08000017,S37000006,Male,,377,,7,,29,,24,,60,,119,,79,,53,,6,
20241001,18112,S08000017,S37000006,Female,,354,,12,,24,,24,,58,,128,,54,,38,,16,
20241001,18112,S08000017,S37000006,All,d,731,,19,,53,,48,,118,,247,,133,,91,,22,
20241001,18151,S08000017,S37000006,Male,,1932,,68,,191,,190,,356,,581,,292,,197,,57,
20241001,18151,S08000017,S37000006,Female,,2057,,61,,183,,180,,408,,591,,313,,230,,91,
20241001,18151,S08000017,S37000006,All,d,3989,,129,,374,,370,,764,,1172,,605,,427,,148,
20241001,18184,S08000017,S37000006,Male,,3306,,144,,356,,343,,741,,865,,452,,301,,104,
20241001,18184,S08000017,S37000006,Female,,3470,,122,,340,,304,,765,,964,,501,,339,,135,
20241001,18184,S08000017,S37000006,All,d,6776,,266,,696,,647,,1506,,1829,,953,,640,,239,
20241001,18199,S08000017,S37000006,Male,,3148,,84,,258,,319,,584,,898,,538,,366,,101,
20241001,18199,S08000017,S37000006,Female,,3292,,81,,268,,253,,556,,942,,578,,430,,184,
20241001,18199,S08000017,S37000006,All,d,6440,,165,,526,,572,,1140,,1840,,1116,,796,,285,
20241001,18216,S08000017,S37000006,Male,,1872,,63,,189,,178,,414,,509,,249,,209,,61,
20241001,18216,S08000017,S37000006,Female,,2059,,55,,191,,180,,390,,573,,323,,251,,96,
20241001,18216,S08000017,S37000006,All,d,3931,,118,,380,,358,,804,,1082,,572,,460,,157,
20241001,18235,S08000017,S37000006,Male,,949,,22,,73,,88,,173,,306,,163,,97,,27,
20241001,18235,S08000017,S37000006,Female,,900,,18,,52,,68,,137,,328,,156,,101,,40,
20241001,18235,S08000017,S37000006,All,d,1849,,40,,125,,156,,310,,634,,319,,198,,67,
20241001,18240,S08000017,S37000006,Male,,2464,,70,,186,,231,,487,,689,,428,,298,,75,
20241001,18240,S08000017,S37000006,Female,,2473,,64,,185,,214,,417,,707,,434,,323,,129,
20241001,18240,S08000017,S37000006,All,d,4937,,134,,371,,445,,904,,1396,,862,,621,,204,
20241001,18254,S08000017,S37000006,Male,,1386,,54,,105,,128,,320,,411,,217,,118,,33,
20241001,18254,S08000017,S37000006,Female,,1427,,42,,117,,132,,291,,439,,223,,138,,45,
20241001,18254,S08000017,S37000006,All,d,2813,,96,,222,,260,,611,,850,,440,,256,,78,
20241001,18273,S08000017,S37000006,Male,,3451,,118,,346,,422,,900,,976,,385,,226,,78,
20241001,18273,S08000017,S37000006,Female,,3545,,116,,331,,386,,788,,1041,,427,,321,,135,
