PracticeCode,Sex,AgeGroup,Count
25224,Female,Ages25to44,459.0
25224,All,Ages25to44,957.0
25243,Male,Ages25to44,1048.0
25243,Female,Ages25to44,1046.0
25243,All,Ages25to44,2094.0
25262,Male,Ages25to44,1294.0
25262,Female,Ages25to44,1166.0
25262,All,Ages25to44,2460.0
25277,Male,Ages25to44,382.0
25277,Female,Ages25to44,350.0
25277,All,Ages25to44,732.0
25281,Male,Ages25to44,1370.0
25281,Female,Ages25to44,1229.0
25281,All,Ages25to44,2599.0
25309,Male,Ages25to44,708.0
25309,Female,Ages25to44,729.0
25309,All,Ages25to44,1437.0
25313,Male,Ages25to44,1099.0
25313,Female,Ages25to44,1006.0
25313,All,Ages25to44,2105.0
25332,Male,Ages25to44,891.0
25332,Female,Ages25to44,907.0
25332,All,Ages25to44,1798.0
25347,Male,Ages25to44,448.0
25347,Female,Ages25to44,442.0
25347,All,Ages25to44,890.0
25351,Male,Ages25to44,216.0
25351,Female,Ages25to44,186.0
25351,All,Ages25to44,402.0
25366,Male,Ages25to44,214.0
25366,Female,Ages25to44,254.0
25366,All,Ages25to44,468.0
25390,Male,Ages25to44,776.0
25390,Female,Ages25to44,825.0
25390,All,Ages25to44,1601.0
25402,Male,Ages25to44,670.0
25402,Female,Ages25to44,780.0
25402,All,Ages25to44,1450.0
25441,Male,Ages25to44,1179.0
25441,Female,Ages25to44,1277.0
25441,All,Ages25to44,2456.0
25455,Male,Ages25to44,1120.0
25455,Female,Ages25to44,1092.0
25455,All,Ages25to44,2212.0
25460,Male,Ages25to44,1570.0
25460,Female,Ages25to44,1609.0
25460,All,Ages25to44,3179.0
25474,Male,Ages25to44,281.0
25474,Female,Ages25to44,295.0
25474,All,Ages25to44,576.0
25506,Male,Ages25to44,1012.0
25506,Female,Ages25to44,1020.0
25506,All,Ages25to44,2032.0
25525,Male,Ages25to44,536.0
25525,Female,Ages25to44,528.0
25525,All,Ages25to44,1064.0
25544,Male,Ages25to44,1052.0
25544,Female,Ages25to44,1062.0
25544,All,Ages25to44,2114.0
25559,Male,Ages25to44,2008.0
25559,Female,Ages25to44,928.0
25559,All,Ages25to44,2936.0
25582,Male,Ages25to44,935.0
25582,Female,Ages25to44,925.0
25582,All,Ages25to44,1860.0
25597,Male,Ages25to44,421.0
25597,Female,Ages25to44,468.0
25597,All,Ages25to44,889.0
25648,Male,Ages25to44,676.0
25648,Female,Ages25to44,719.0
25648,All,Ages25to44,1395.0
25652,Male,Ages25to44,656.0
25652,Female,Ages25to44,644.0
25652,All,Ages25to44,1300.0
25671,Male,Ages25to44,774.0
25671,Female,Ages25to44,836.0
25671,All,Ages25to44,1610.0
25686,Male,Ages25to44,496.0
25686,Female,Ages25to44,588.0
25686,All,Ages25to44,1084.0
25737,Male,Ages25to44,1727.0
25737,Female,Ages25to44,1664.0
25737,All,Ages25to44,3391.0
25826,Male,Ages25to44,
25826,Female,Ages25to44,
25826,All,Ages25to44,
25898,Male,Ages25to44,176.0
25898,Female,Ages25to44,169.0
25898,All,Ages25to44,345.0
25968,Male,Ages25to44,241.0
25968,Female,Ages25to44,253.0
25968,All,Ages25to44,494.0
25991,Male,Ages25to44,476.0
25991,Female,Ages25to44,466.0
25991,All,Ages25to44,942.0
26015,Male,Ages25to44,4230.0
26015,Female,Ages25to44,4214.0
26015,All,Ages25to44,8444.0
26208,Male,Ages25to44,989.0
26208,Female,Ages25to44,1109.0
26208,All,Ages25to44,2098.0
30030,Male,Ages25to44,2146.0
30030,Female,Ages25to44,1555.0
30030,All,Ages25to44,3701.0
30059,Male,Ages25to44,1736.0
30059,Female,Ages25to44,1581.0
30059,All,Ages25to44,3317.0
30078,Male,Ages25to44,5016.0
30078,Female,Ages25to44,4115.0
30078,All,Ages25to44,9131.0
30097,Male,Ages25to44,2097.0
30097,Female,Ages25to44,1969.0
30097,All,Ages25to44,4066.0
30203,Male,Ages25to44,1849.0
30203,Female,Ages25to44,1745.0
30203,All,Ages25to44,3594.0
30218,Male,Ages25to44,1321.0
30218,Female,Ages25to44,1241.0
30218,All,Ages25to44,2562.0
30256,Male,Ages25to44,1180.0
30256,Female,Ages25to44,1283.0
30256,All,Ages25to44,2463.0
30261,Male,Ages25to44,980.0
30261,Female,Ages25to44,1054.0
30261,All,Ages25to44,2034.0
30280,Male,Ages25to44,1219.0
30280,Female,Ages25to44,1252.0
30280,All,Ages25to44,2471.0
30311,Male,Ages25to44,1297.0
30311,Female,Ages25to44,1167.0
30311,All,Ages25to44,2464.0
30326,Male,Ages25to44,1066.0
30326,Female,Ages25to44,1106.0
30326,All,Ages25to44,2172.0
30401,Male,Ages25to44,2171.0
30401,Female,Ages25to44,2317.0
30401,All,Ages25to44,4488.0
30504,Male,Ages25to44,3358.0
30504,Female,Ages25to44,3167.0
30504,All,Ages25to44,6525.0
30561,Male,Ages25to44,
30561,Female,Ages25to44,
30561,All,Ages25to44,
30627,Male,Ages25to44,1914.0
30627,Female,Ages25to44,1427.0
30627,All,Ages25to44,3341.0
30701,Male,Ages25to44,2525.0
30701,Female,Ages25to44,2232.0
30701,All,Ages25to44,4757.0
30909,Male,Ages25to44,2090.0
30909,Female,Ages25to44,1988.0
30909,All,Ages25to44,4078.0
30928,Male,Ages25to44,5404.0
30928,Female,Ages25to44,4761.0
30928,All,Ages25to44,10165.0
30951,Male,Ages25to44,1202.0
30951,Female,Ages25to44,1136.0
30951,All,Ages25to44,2338.0
31009,Male,Ages25to44,969.0
31009,Female,Ages25to44,1099.0
31009,All,Ages25to44,2068.0
31141,Male,Ages25to44,2392.0
31141,Female,Ages25to44,2129.0
31141,All,Ages25to44,4521.0
31206,Male,Ages25to44,1595.0
31206,Female,Ages25to44,1623.0
31206,All,Ages25to44,3218.0
31211,Male,Ages25to44,1329.0
31211,Female,Ages25to44,1329.0
31211,All,Ages25to44,2658.0
31230,Male,Ages25to44,856.0
31230,Female,Ages25to44,1030.0
31230,All,Ages25to44,1886.0
31244,Male,Ages25to44,817.0
31244,Female,Ages25to44,841.0
31244,All,Ages25to44,1658.0
31259,Male,Ages25to44,974.0
31259,Female,Ages25to44,1029.0
31259,All,Ages25to44,2003.0
31348,Male,Ages25to44,230.0
31348,Female,Ages25to44,273.0
31348,All,Ages25to44,503.0
31437,Male,Ages25to44,1482.0
31437,Female,Ages25to44,1349.0
31437,All,Ages25to44,2831.0
31475,Male,Ages25to44,490.0
31475,Female,Ages25to44,492.0
31475,All,Ages25to44,982.0
31511,Male,Ages25to44,1365.0
31511,Female,Ages25to44,1201.0
31511,All,Ages25to44,2566.0
31598,Male,Ages25to44,1033.0
31598,Female,Ages25to44,1066.0
31598,All,Ages25to44,2099.0
31601,Male,Ages25to44,408.0
31601,Female,Ages25to44,428.0
31601,All,Ages25to44,836.0
31615,Male,Ages25to44,426.0
31615,Female,Ages25to44,402.0
31615,All,Ages25to44,828.0
31634,Male,Ages25to44,3368.0
31634,Female,Ages25to44,3235.0
31634,All,Ages25to44,6603.0
31672,Male,Ages25to44,709.0
31672,Female,Ages25to44,707.0
31672,All,Ages25to44,1416.0
31691,Male,Ages25to44,938.0
31691,Female,Ages25to44,941.0
31691,All,Ages25to44,1879.0
31723,Male,Ages25to44,958.0
31723,Female,Ages25to44,904.0
31723,All,Ages25to44,1862.0
31812,Male,Ages25to44,72.0
31812,Female,Ages25to44,71.0
31812,All,Ages25to44,143.0
31899,Male,Ages25to44,605.0
31899,Female,Ages25to44,588.0
31899,All,Ages25to44,1193.0
31901,Male,Ages25to44,1784.0
31901,Female,Ages25to44,1819.0
31901,All,Ages25to44,3603.0
31916,Male,Ages25to44,677.0
31916,Female,Ages25to44,715.0
31916,All,Ages25to44,1392.0
32001,Male,Ages25to44,714.0
32001,Female,Ages25to44,719.0
32001,All,Ages25to44,1433.0
32021,Male,Ages25to44,3139.0
32021,Female,Ages25to44,3197.0
32021,All,Ages25to44,6336.0
32035,Male,Ages25to44,772.0
32035,Female,Ages25to44,729.0
32035,All,Ages25to44,1501.0
32092,Male,Ages25to44,870.0
32092,Female,Ages25to44,844.0
32092,All,Ages25to44,1714.0
32209,Male,Ages25to44,1913.0
32209,Female,Ages25to44,1789.0
32209,All,Ages25to44,3702.0
32290,Male,Ages25to44,609.0
32290,Female,Ages25to44,596.0
32290,All,Ages25to44,1205.0
32317,Male,Ages25to44,201.0
32317,Female,Ages25to44,163.0
32317,All,Ages25to44,364.0
32355,Male,Ages25to44,214.0
32355,Female,Ages25to44,241.0
32355,All,Ages25to44,455.0
32393,Male,Ages25to44,103.0
32393,Female,Ages25to44,87.0
32393,All,Ages25to44,190.0
32406,Male,Ages25to44,1425.0
32406,Female,Ages25to44,1422.0
32406,All,Ages25to44,2847.0
32411,Male,Ages25to44,2204.0
32411,Female,Ages25to44,2266.0
32411,All,Ages25to44,4470.0
32425,Male,Ages25to44,1491.0
32425,Female,Ages25to44,1469.0
32425,All,Ages25to44,2960.0
32500,Male,Ages25to44,349.0
32500,Female,Ages25to44,278.0
32500,All,Ages25to44,627.0
32514,Male,Ages25to44,619.0
32514,Female,Ages25to44,608.0
32514,All,Ages25to44,1227.0
32529,Male,Ages25to44,689.0
32529,Female,Ages25to44,738.0
32529,All,Ages25to44,1427.0
32586,Male,Ages25to44,992.0
32586,Female,Ages25to44,863.0
32586,All,Ages25to44,1855.0
32622,Male,Ages25to44,820.0
32622,Female,Ages25to44,843.0
32622,All,Ages25to44,1663.0
32707,Male,Ages25to44,1504.0
32707,Female,Ages25to44,1693.0
32707,All,Ages25to44,3197.0
32750,Male,Ages25to44,428.0
32750,Female,Ages25to44,486.0
32750,All,Ages25to44,914.0
32764,Male,Ages25to44,1051.0
32764,Female,Ages25to44,1265.0
32764,All,Ages25to44,2316.0
32779,Male,Ages25to44,2653.0
32779,Female,Ages25to44,2822.0
32779,All,Ages25to44,5475.0
32801,Male,Ages25to44,824.0
32801,Female,Ages25to44,971.0
32801,All,Ages25to44,1795.0
32815,Male,Ages25to44,878.0
32815,Female,Ages25to44,969.0
32815,All,Ages25to44,1847.0
32904,Male,Ages25to44,806.0
32904,Female,Ages25to44,821.0
32904,All,Ages25to44,1627.0
33057,Male,Ages25to44,326.0
33057,Female,Ages25to44,330.0
33057,All,Ages25to44,656.0
33061,Male,Ages25to44,48.0
33061,Female,Ages25to44,44.0
33061,All,Ages25to44,92.0
33081,Male,Ages25to44,316.0
33081,Female,Ages25to44,291.0
33081,All,Ages25to44,607.0
38012,Male,Ages25to44,1101.0
38012,Female,Ages25to44,1158.0
38012,All,Ages25to44,2259.0
38027,Male,Ages25to44,329.0
38027,Female,Ages25to44,327.0
38027,All,Ages25to44,656.0
38051,Male,Ages25to44,143.0
38051,Female,Ages25to44,155.0
38051,All,Ages25to44,298.0
38084,Male,Ages25to44,23.0
38084,Female,Ages25to44,19.0
38084,All,Ages25to44,42.0
38205,Male,Ages25to44,490.0
38205,Female,Ages25to44,432.0
38205,All,Ages25to44,922.0
38210,Male,Ages25to44,278.0
38210,Female,Ages25to44,263.0
38210,All,Ages25to44,541.0
38239,Male,Ages25to44,176.0
38239,Female,Ages25to44,138.0
38239,All,Ages25to44,314.0
39015,Male,Ages25to44,73.0
39015,Female,Ages25to44,68.0
39015,All,Ages25to44,141.0
39020,Male,Ages25to44,126.0
39020,Female,Ages25to44,107.0
39020,All,Ages25to44,233.0
39034,Male,Ages25to44,89.0
39034,Female,Ages25to44,118.0
39034,All,Ages25to44,207.0
39049,Male,Ages25to44,336.0
39049,Female,Ages25to44,312.0
39049,All,Ages25to44,648.0
39068,Male,Ages25to44,203.0
39068,Female,Ages25to44,213.0
39068,All,Ages25to44,416.0
39072,Male,Ages25to44,297.0
39072,Female,Ages25to44,274.0
39072,All,Ages25to44,571.0
39087,Male,Ages25to44,439.0
39087,Female,Ages25to44,483.0
39087,All,Ages25to44,922.0
39091,Male,Ages25to44,1189.0
39091,Female,Ages25to44,1021.0
39091,All,Ages25to44,2210.0
39161,Male,Ages25to44,53.0
39161,Female,Ages25to44,48.0
39161,All,Ages25to44,101.0
40008,Male,Ages25to44,1091.0
40008,Female,Ages25to44,1244.0
40008,All,Ages25to44,2335.0
40012,Male,Ages25to44,1876.0
40012,Female,Ages25to44,1782.0
40012,All,Ages25to44,3658.0
40027,Male,Ages25to44,843.0
40027,Female,Ages25to44,839.0
40027,All,Ages25to44,1682.0
40031,Male,Ages25to44,1349.0
40031,Female,Ages25to44,1180.0
40031,All,Ages25to44,2529.0
40046,Male,Ages25to44,1166.0
40046,Female,Ages25to44,1141.0
40046,All,Ages25to44,2307.0
40051,Male,Ages25to44,1315.0
40051,Female,Ages25to44,1400.0
40051,All,Ages25to44,2715.0
40065,Male,Ages25to44,716.0
40065,Female,Ages25to44,688.0
40065,All,Ages25to44,1404.0
40070,Male,Ages25to44,1050.0
40070,Female,Ages25to44,817.0
40070,All,Ages25to44,1867.0
40084,Male,Ages25to44,443.0
40084,Female,Ages25to44,404.0
40084,All,Ages25to44,847.0
40101,Male,Ages25to44,857.0
40101,Female,Ages25to44,918.0
40101,All,Ages25to44,1775.0
40121,Male,Ages25to44,1364.0
40121,Female,Ages25to44,1366.0
40121,All,Ages25to44,2730.0
40140,Male,Ages25to44,1786.0
40140,Female,Ages25to44,1787.0
40140,All,Ages25to44,3573.0
40154,Male,Ages25to44,1808.0
40154,Female,Ages25to44,1824.0
40154,All,Ages25to44,3632.0
40173,Male,Ages25to44,866.0
40173,Female,Ages25to44,918.0
40173,All,Ages25to44,1784.0
40188,Male,Ages25to44,475.0
40188,Female,Ages25to44,536.0
40188,All,Ages25to44,1011.0
40192,Male,Ages25to44,662.0
40192,Female,Ages25to44,723.0
40192,All,Ages25to44,1385.0
40224,Male,Ages25to44,1345.0
40224,Female,Ages25to44,1394.0
40224,All,Ages25to44,2739.0
40262,Male,Ages25to44,846.0
40262,Female,Ages25to44,839.0
40262,All,Ages25to44,1685.0
40277,Male,Ages25to44,896.0
40277,Female,Ages25to44,957.0
40277,All,Ages25to44,1853.0
40281,Male,Ages25to44,311.0
40281,Female,Ages25to44,243.0
40281,All,Ages25to44,554.0
40296,Male,Ages25to44,385.0
40296,Female,Ages25to44,312.0
40296,All,Ages25to44,697.0
40328,Male,Ages25to44,1349.0
40328,Female,Ages25to44,1201.0
40328,All,Ages25to44,2550.0
40332,Male,Ages25to44,975.0
40332,Female,Ages25to44,894.0
40332,All,Ages25to44,1869.0
40351,Male,Ages25to44,923.0
40351,Female,Ages25to44,866.0
40351,All,Ages25to44,1789.0
40385,Male,Ages25to44,788.0
40385,Female,Ages25to44,734.0
40385,All,Ages25to44,1522.0
40390,Male,Ages25to44,347.0
40390,Female,Ages25to44,304.0
40390,All,Ages25to44,651.0
40417,Male,Ages25to44,433.0
40417,Female,Ages25to44,327.0
40417,All,Ages25to44,760.0
40421,Male,Ages25to44,365.0
40421,Female,Ages25to44,365.0
40421,All,Ages25to44,730.0
40436,Male,Ages25to44,863.0
40436,Female,Ages25to44,800.0
40436,All,Ages25to44,1663.0
40455,Male,Ages25to44,1743.0
40455,Female,Ages25to44,1617.0
40455,All,Ages25to44,3360.0
40460,Male,Ages25to44,693.0
40460,Female,Ages25to44,449.0
40460,All,Ages25to44,1142.0
40493,Male,Ages25to44,348.0
40493,Female,Ages25to44,296.0
40493,All,Ages25to44,644.0
40525,Male,Ages25to44,855.0
40525,Female,Ages25to44,853.0
40525,All,Ages25to44,1708.0
40544,Male,Ages25to44,479.0
40544,Female,Ages25to44,445.0
40544,All,Ages25to44,924.0
40559,Male,Ages25to44,396.0
40559,Female,Ages25to44,442.0
40559,All,Ages25to44,838.0
40563,Male,Ages25to44,473.0
40563,Female,Ages25to44,375.0
40563,All,Ages25to44,848.0
40582,Male,Ages25to44,856.0
40582,Female,Ages25to44,839.0
40582,All,Ages25to44,1695.0
40629,Male,Ages25to44,1063.0
40629,Female,Ages25to44,1039.0
40629,All,Ages25to44,2102.0
40667,Male,Ages25to44,
40667,Female,Ages25to44,
40667,All,Ages25to44,
40691,Male,Ages25to44,1019.0
40691,Female,Ages25to44,1012.0
40691,All,Ages25to44,2031.0
40703,Male,Ages25to44,526.0
40703,Female,Ages25to44,428.0
40703,All,Ages25to44,954.0
40718,Male,Ages25to44,2216.0
40718,Female,Ages25to44,2083.0
40718,All,Ages25to44,4299.0
40722,Male,Ages25to44,662.0
40722,Female,Ages25to44,574.0
40722,All,Ages25to44,1236.0
40741,Male,Ages25to44,1002.0
40741,Female,Ages25to44,1034.0
40741,All,Ages25to44,2036.0
40761,Male,Ages25to44,2170.0
40761,Female,Ages25to44,2055.0
40761,All,Ages25to44,4225.0
43011,Male,Ages25to44,1036.0
43011,Female,Ages25to44,897.0
43011,All,Ages25to44,1933.0
43030,Male,Ages25to44,1315.0
43030,Female,Ages25to44,1432.0
43030,All,Ages25to44,2747.0
43044,Male,Ages25to44,858.0
43044,Female,Ages25to44,910.0
43044,All,Ages25to44,1768.0
43059,Male,Ages25to44,1182.0
43059,Female,Ages25to44,1196.0
43059,All,Ages25to44,2378.0
43063,Male,Ages25to44,509.0
43063,Female,Ages25to44,427.0
43063,All,Ages25to44,936.0
43082,Male,Ages25to44,468.0
43082,Female,Ages25to44,373.0
43082,All,Ages25to44,841.0
43097,Male,Ages25to44,523.0
43097,Female,Ages25to44,452.0
43097,All,Ages25to44,975.0
43100,Male,Ages25to44,877.0
43100,Female,Ages25to44,781.0
43100,All,Ages25to44,1658.0
43114,Male,Ages25to44,1340.0
43114,Female,Ages25to44,1263.0
43114,All,Ages25to44,2603.0
43129,Male,Ages25to44,660.0
43129,Female,Ages25to44,527.0
43129,All,Ages25to44,1187.0
43133,Male,Ages25to44,888.0
43133,Female,Ages25to44,772.0
43133,All,Ages25to44,1660.0
43167,Male,Ages25to44,1102.0
43167,Female,Ages25to44,928.0
43167,All,Ages25to44,2030.0
43171,Male,Ages25to44,1069.0
43171,Female,Ages25to44,1156.0
43171,All,Ages25to44,2225.0
43186,Male,Ages25to44,1705.0
43186,Female,Ages25to44,2008.0
43186,All,Ages25to44,3713.0
43191,Male,Ages25to44,663.0
43191,Female,Ages25to44,534.0
43191,All,Ages25to44,1197.0
43203,Male,Ages25to44,1053.0
43203,Female,Ages25to44,865.0
43203,All,Ages25to44,1918.0
43218,Male,Ages25to44,1569.0
43218,Female,Ages25to44,1108.0
43218,All,Ages25to44,2677.0
43222,Male,Ages25to44,896.0
43222,Female,Ages25to44,877.0
43222,All,Ages25to44,1773.0
43237,Male,Ages25to44,757.0
43237,Female,Ages25to44,688.0
43237,All,Ages25to44,1445.0
43256,Male,Ages25to44,523.0
43256,Female,Ages25to44,528.0
43256,All,Ages25to44,1051.0
43261,Male,Ages25to44,369.0
43261,Female,Ages25to44,416.0
43261,All,Ages25to44,785.0
43275,Male,Ages25to44,511.0
43275,Female,Ages25to44,571.0
43275,All,Ages25to44,1082.0
43294,Male,Ages25to44,581.0
43294,Female,Ages25to44,478.0
43294,All,Ages25to44,1059.0
43307,Male,Ages25to44,513.0
43307,Female,Ages25to44,464.0
43307,All,Ages25to44,977.0
43311,Male,Ages25to44,945.0
43311,Female,Ages25to44,806.0
43311,All,Ages25to44,1751.0
43326,Male,Ages25to44,1478.0
43326,Female,Ages25to44,609.0
43326,All,Ages25to44,2087.0
43453,Male,Ages25to44,2703.0
43453,Female,Ages25to44,1674.0
43453,All,Ages25to44,4377.0
43468,Male,Ages25to44,465.0
43468,Female,Ages25to44,308.0
43468,All,Ages25to44,773.0
43504,Male,Ages25to44,1200.0
43504,Female,Ages25to44,1005.0
43504,All,Ages25to44,2205.0
43538,Male,Ages25to44,419.0
43538,Female,Ages25to44,371.0
43538,All,Ages25to44,790.0
43542,Male,Ages25to44,416.0
43542,Female,Ages25to44,342.0
43542,All,Ages25to44,758.0
43557,Male,Ages25to44,240.0
43557,Female,Ages25to44,207.0
43557,All,Ages25to44,447.0
43576,Male,Ages25to44,19128.0
43576,Female,Ages25to44,19891.0
43576,All,Ages25to44,39019.0
43581,Male,Ages25to44,947.0
43581,Female,Ages25to44,1015.0
43581,All,Ages25to44,1962.0
46019,Male,Ages25to44,5805.0
46019,Female,Ages25to44,3867.0
46019,All,Ages25to44,9672.0
46023,Male,Ages25to44,483.0
46023,Female,Ages25to44,387.0
46023,All,Ages25to44,870.0
46057,Male,Ages25to44,1207.0
46057,Female,Ages25to44,1156.0
46057,All,Ages25to44,2363.0
46061,Male,Ages25to44,7732.0
46061,Female,Ages25to44,4679.0
46061,All,Ages25to44,12411.0
46081,Male,Ages25to44,1642.0
46081,Female,Ages25to44,1550.0
46081,All,Ages25to44,3192.0
46095,Male,Ages25to44,586.0
46095,Female,Ages25to44,470.0
46095,All,Ages25to44,1056.0
46112,Male,Ages25to44,871.0
46112,Female,Ages25to44,709.0
46112,All,Ages25to44,1580.0
46127,Male,Ages25to44,657.0
46127,Female,Ages25to44,602.0
46127,All,Ages25to44,1259.0
46131,Male,Ages25to44,766.0
46131,Female,Ages25to44,733.0
46131,All,Ages25to44,1499.0
46146,Male,Ages25to44,738.0
46146,Female,Ages25to44,761.0
46146,All,Ages25to44,1499.0
46151,Male,Ages25to44,506.0
46151,Female,Ages25to44,484.0
46151,All,Ages25to44,990.0
46165,Male,Ages25to44,696.0
46165,Female,Ages25to44,579.0
46165,All,Ages25to44,1275.0
46184,Male,Ages25to44,1862.0
46184,Female,Ages25to44,1745.0
46184,All,Ages25to44,3607.0
46201,Male,Ages25to44,460.0
46201,Female,Ages25to44,502.0
46201,All,Ages25to44,962.0
46216,Male,Ages25to44,1812.0
46216,Female,Ages25to44,1859.0
46216,All,Ages25to44,3671.0
46235,Male,Ages25to44,827.0
46235,Female,Ages25to44,799.0
46235,All,Ages25to44,1626.0
46292,Male,Ages25to44,445.0
46292,Female,Ages25to44,443.0
46292,All,Ages25to44,888.0
46305,Male,Ages25to44,1206.0
46305,Female,Ages25to44,1288.0
46305,All,Ages25to44,2494.0
46339,Male,Ages25to44,741.0
46339,Female,Ages25to44,548.0
46339,All,Ages25to44,1289.0
46343,Male,Ages25to44,1396.0
46343,Female,Ages25to44,1321.0
46343,All,Ages25to44,2717.0
46381,Male,Ages25to44,471.0
46381,Female,Ages25to44,382.0
46381,All,Ages25to44,853.0
46396,Male,Ages25to44,390.0
46396,Female,Ages25to44,204.0
46396,All,Ages25to44,594.0
46428,Male,Ages25to44,907.0
46428,Female,Ages25to44,907.0
46428,All,Ages25to44,1814.0
46447,Male,Ages25to44,387.0
46447,Female,Ages25to44,302.0
46447,All,Ages25to44,689.0
46451,Male,Ages25to44,1618.0
46451,Female,Ages25to44,1604.0
46451,All,Ages25to44,3222.0
46471,Male,Ages25to44,384.0
46471,Female,Ages25to44,403.0
46471,All,Ages25to44,787.0
46521,Male,Ages25to44,967.0
46521,Female,Ages25to44,954.0
46521,All,Ages25to44,1921.0
46555,Male,Ages25to44,552.0
46555,Female,Ages25to44,464.0
46555,All,Ages25to44,1016.0
46560,Male,Ages25to44,866.0
46560,Female,Ages25to44,776.0
46560,All,Ages25to44,1642.0
46574,Male,Ages25to44,219.0
46574,Female,Ages25to44,144.0
46574,All,Ages25to44,363.0
46606,Male,Ages25to44,616.0
46606,Female,Ages25to44,540.0
46606,All,Ages25to44,1156.0
46611,Male,Ages25to44,399.0
46611,Female,Ages25to44,298.0
46611,All,Ages25to44,697.0
46625,Male,Ages25to44,2046.0
46625,Female,Ages25to44,2121.0
46625,All,Ages25to44,4167.0
46630,Male,Ages25to44,1309.0
46630,Female,Ages25to44,1168.0
46630,All,Ages25to44,2477.0
49041,Male,Ages25to44,2591.0
49041,Female,Ages25to44,1871.0
49041,All,Ages25to44,4462.0
49074,Male,Ages25to44,1251.0
49074,Female,Ages25to44,1010.0
49074,All,Ages25to44,2261.0
49093,Male,Ages25to44,553.0
49093,Female,Ages25to44,326.0
49093,All,Ages25to44,879.0
49106,Male,Ages25to44,2168.0
49106,Female,Ages25to44,975.0
49106,All,Ages25to44,3143.0
49130,Male,Ages25to44,1038.0
49130,Female,Ages25to44,1050.0
49130,All,Ages25to44,2088.0
49144,Male,Ages25to44,1255.0
49144,Female,Ages25to44,1222.0
49144,All,Ages25to44,2477.0
49159,Male,Ages25to44,846.0
49159,Female,Ages25to44,891.0
49159,All,Ages25to44,1737.0
49178,Male,Ages25to44,1263.0
49178,Female,Ages25to44,1060.0
49178,All,Ages25to44,2323.0
49197,Male,Ages25to44,313.0
49197,Female,Ages25to44,319.0
49197,All,Ages25to44,632.0
49200,Male,Ages25to44,1016.0
49200,Female,Ages25to44,1081.0
49200,All,Ages25to44,2097.0
49214,Male,Ages25to44,1005.0
49214,Female,Ages25to44,1042.0
49214,All,Ages25to44,2047.0
49248,Male,Ages25to44,1402.0
49248,Female,Ages25to44,1470.0
49248,All,Ages25to44,2872.0
49267,Male,Ages25to44,1082.0
49267,Female,Ages25to44,1015.0
49267,All,Ages25to44,2097.0
49271,Male,Ages25to44,1240.0
49271,Female,Ages25to44,1385.0
49271,All,Ages25to44,2625.0
49286,Male,Ages25to44,816.0
49286,Female,Ages25to44,865.0
49286,All,Ages25to44,1681.0
49318,Male,Ages25to44,538.0
49318,Female,Ages25to44,560.0
49318,All,Ages25to44,1098.0
49337,Male,Ages25to44,1785.0
49337,Female,Ages25to44,1961.0
49337,All,Ages25to44,3746.0
49375,Male,Ages25to44,358.0
49375,Female,Ages25to44,409.0
49375,All,Ages25to44,767.0
49445,Male,Ages25to44,545.0
49445,Female,Ages25to44,544.0
49445,All,Ages25to44,1089.0
49464,Male,Ages25to44,275.0
49464,Female,Ages25to44,301.0
49464,All,Ages25to44,576.0
49553,Male,Ages25to44,1254.0
49553,Female,Ages25to44,1438.0
49553,All,Ages25to44,2692.0
49568,Male,Ages25to44,904.0
49568,Female,Ages25to44,768.0
49568,All,Ages25to44,1672.0
49604,Male,Ages25to44,1247.0
49604,Female,Ages25to44,1043.0
49604,All,Ages25to44,2290.0
49619,Male,Ages25to44,268.0
49619,Female,Ages25to44,283.0
49619,All,Ages25to44,551.0
49623,Male,Ages25to44,879.0
49623,Female,Ages25to44,870.0
49623,All,Ages25to44,1749.0
49638,Male,Ages25to44,890.0
49638,Female,Ages25to44,956.0
49638,All,Ages25to44,1846.0
49676,Male,Ages25to44,663.0
49676,Female,Ages25to44,512.0
49676,All,Ages25to44,1175.0
49681,Male,Ages25to44,1795.0
49681,Female,Ages25to44,1892.0
49681,All,Ages25to44,3687.0
49712,Male,Ages25to44,406.0
49712,Female,Ages25to44,393.0
49712,All,Ages25to44,799.0
49751,Male,Ages25to44,1704.0
49751,Female,Ages25to44,1646.0
49751,All,Ages25to44,3350.0
49765,Male,Ages25to44,1709.0
49765,Female,Ages25to44,1530.0
49765,All,Ages25to44,3239.0
49770,Male,Ages25to44,790.0
49770,Female,Ages25to44,813.0
49770,All,Ages25to44,1603.0
49784,Male,Ages25to44,977.0
49784,Female,Ages25to44,931.0
49784,All,Ages25to44,1908.0
49801,Male,Ages25to44,1226.0
49801,Female,Ages25to44,485.0
49801,All,Ages25to44,1711.0
52005,Male,Ages25to44,2194.0
52005,Female,Ages25to44,1611.0
52005,All,Ages25to44,3805.0
52024,Male,Ages25to44,719.0
52024,Female,Ages25to44,673.0
52024,All,Ages25to44,1392.0
52039,Male,Ages25to44,1358.0
52039,Female,Ages25to44,914.0
52039,All,Ages25to44,2272.0
52043,Male,Ages25to44,914.0
52043,Female,Ages25to44,842.0
52043,All,Ages25to44,1756.0
52058,Male,Ages25to44,1335.0
52058,Female,Ages25to44,1133.0
52058,All,Ages25to44,2468.0
52062,Male,Ages25to44,849.0
52062,Female,Ages25to44,774.0
52062,All,Ages25to44,1623.0
52096,Male,Ages25to44,836.0
52096,Female,Ages25to44,791.0
52096,All,Ages25to44,1627.0
