PracticeCode,Sex,AgeGroup,Count
52330,Male,Ages5to14,213.0
52330,Female,Ages5to14,206.0
52330,All,Ages5to14,419.0
52344,Male,Ages5to14,412.0
52344,Female,Ages5to14,386.0
52344,All,Ages5to14,798.0
52359,Male,Ages5to14,450.0
52359,Female,Ages5to14,428.0
52359,All,Ages5to14,878.0
52400,Male,Ages5to14,324.0
52400,Female,Ages5to14,361.0
52400,All,Ages5to14,685.0
52414,Male,Ages5to14,275.0
52414,Female,Ages5to14,246.0
52414,All,Ages5to14,521.0
52429,Male,Ages5to14,471.0
52429,Female,Ages5to14,504.0
52429,All,Ages5to14,975.0
52433,Male,Ages5to14,198.0
52433,Female,Ages5to14,182.0
52433,All,Ages5to14,380.0
55003,Male,Ages5to14,310.0
55003,Female,Ages5to14,315.0
55003,All,Ages5to14,625.0
55041,Male,Ages5to14,755.0
55041,Female,Ages5to14,761.0
55041,All,Ages5to14,1516.0
55075,Male,Ages5to14,35.0
55075,Female,Ages5to14,21.0
55075,All,Ages5to14,56.0
55080,Male,Ages5to14,114.0
55080,Female,Ages5to14,106.0
55080,All,Ages5to14,220.0
55145,Male,Ages5to14,146.0
55145,Female,Ages5to14,124.0
55145,All,Ages5to14,270.0
55183,Male,Ages5to14,48.0
55183,Female,Ages5to14,45.0
55183,All,Ages5to14,93.0
55201,Male,Ages5to14,123.0
55201,Female,Ages5to14,124.0
55201,All,Ages5to14,247.0
55220,Male,Ages5to14,77.0
55220,Female,Ages5to14,95.0
55220,All,Ages5to14,172.0
55249,Male,Ages5to14,57.0
55249,Female,Ages5to14,62.0
55249,All,Ages5to14,119.0
55253,Male,Ages5to14,34.0
55253,Female,Ages5to14,31.0
55253,All,Ages5to14,65.0
55272,Male,Ages5to14,24.0
55272,Female,Ages5to14,20.0
55272,All,Ages5to14,44.0
55287,Male,Ages5to14,118.0
55287,Female,Ages5to14,98.0
55287,All,Ages5to14,216.0
55291,Male,Ages5to14,57.0
55291,Female,Ages5to14,60.0
55291,All,Ages5to14,117.0
55304,Male,Ages5to14,31.0
55304,Female,Ages5to14,25.0
55304,All,Ages5to14,56.0
55323,Male,Ages5to14,726.0
55323,Female,Ages5to14,671.0
55323,All,Ages5to14,1397.0
55338,Male,Ages5to14,835.0
55338,Female,Ages5to14,720.0
55338,All,Ages5to14,1555.0
55342,Male,Ages5to14,13.0
55342,Female,Ages5to14,8.0
55342,All,Ages5to14,21.0
55357,Male,Ages5to14,65.0
55357,Female,Ages5to14,73.0
55357,All,Ages5to14,138.0
55376,Male,Ages5to14,606.0
55376,Female,Ages5to14,537.0
55376,All,Ages5to14,1143.0
55381,Male,Ages5to14,283.0
55381,Female,Ages5to14,260.0
55381,All,Ages5to14,543.0
55395,Male,Ages5to14,42.0
55395,Female,Ages5to14,32.0
55395,All,Ages5to14,74.0
55408,Male,Ages5to14,208.0
55408,Female,Ages5to14,203.0
55408,All,Ages5to14,411.0
55412,Male,Ages5to14,212.0
55412,Female,Ages5to14,174.0
55412,All,Ages5to14,386.0
55427,Male,Ages5to14,145.0
55427,Female,Ages5to14,166.0
55427,All,Ages5to14,311.0
55431,Male,Ages5to14,321.0
55431,Female,Ages5to14,304.0
55431,All,Ages5to14,625.0
55446,Male,Ages5to14,17.0
55446,Female,Ages5to14,17.0
55446,All,Ages5to14,34.0
55451,Male,Ages5to14,115.0
55451,Female,Ages5to14,99.0
55451,All,Ages5to14,214.0
55521,Male,Ages5to14,21.0
55521,Female,Ages5to14,22.0
55521,All,Ages5to14,43.0
55535,Male,Ages5to14,62.0
55535,Female,Ages5to14,54.0
55535,All,Ages5to14,116.0
55554,Male,Ages5to14,5.0
55554,Female,Ages5to14,7.0
55554,All,Ages5to14,12.0
55569,Male,Ages5to14,120.0
55569,Female,Ages5to14,122.0
55569,All,Ages5to14,242.0
55573,Male,Ages5to14,285.0
55573,Female,Ages5to14,260.0
55573,All,Ages5to14,545.0
55605,Male,Ages5to14,182.0
55605,Female,Ages5to14,171.0
55605,All,Ages5to14,353.0
55610,Male,Ages5to14,311.0
55610,Female,Ages5to14,265.0
55610,All,Ages5to14,576.0
55624,Male,Ages5to14,244.0
55624,Female,Ages5to14,227.0
55624,All,Ages5to14,471.0
55639,Male,Ages5to14,47.0
55639,Female,Ages5to14,42.0
55639,All,Ages5to14,89.0
55677,Male,Ages5to14,13.0
55677,Female,Ages5to14,12.0
55677,All,Ages5to14,25.0
55696,Male,Ages5to14,208.0
55696,Female,Ages5to14,202.0
55696,All,Ages5to14,410.0
55709,Male,Ages5to14,328.0
55709,Female,Ages5to14,318.0
55709,All,Ages5to14,646.0
55728,Male,Ages5to14,125.0
55728,Female,Ages5to14,119.0
55728,All,Ages5to14,244.0
55732,Male,Ages5to14,68.0
55732,Female,Ages5to14,56.0
55732,All,Ages5to14,124.0
55747,Male,Ages5to14,31.0
55747,Female,Ages5to14,37.0
55747,All,Ages5to14,68.0
55751,Male,Ages5to14,397.0
55751,Female,Ages5to14,378.0
55751,All,Ages5to14,775.0
55766,Male,Ages5to14,437.0
55766,Female,Ages5to14,396.0
55766,All,Ages5to14,833.0
55817,Male,Ages5to14,494.0
55817,Female,Ages5to14,506.0
55817,All,Ages5to14,1000.0
55836,Male,Ages5to14,381.0
55836,Female,Ages5to14,405.0
55836,All,Ages5to14,786.0
55841,Male,Ages5to14,475.0
55841,Female,Ages5to14,438.0
55841,All,Ages5to14,913.0
55860,Male,Ages5to14,214.0
55860,Female,Ages5to14,223.0
55860,All,Ages5to14,437.0
55874,Male,Ages5to14,237.0
55874,Female,Ages5to14,244.0
55874,All,Ages5to14,481.0
55889,Male,Ages5to14,486.0
55889,Female,Ages5to14,484.0
55889,All,Ages5to14,970.0
55893,Male,Ages5to14,301.0
55893,Female,Ages5to14,269.0
55893,All,Ages5to14,570.0
55911,Male,Ages5to14,275.0
55911,Female,Ages5to14,247.0
55911,All,Ages5to14,522.0
55925,Male,Ages5to14,286.0
55925,Female,Ages5to14,238.0
55925,All,Ages5to14,524.0
55930,Male,Ages5to14,164.0
55930,Female,Ages5to14,135.0
55930,All,Ages5to14,299.0
55944,Male,Ages5to14,9.0
55944,Female,Ages5to14,19.0
55944,All,Ages5to14,28.0
56006,Male,Ages5to14,472.0
56006,Female,Ages5to14,495.0
56006,All,Ages5to14,967.0
56011,Male,Ages5to14,173.0
56011,Female,Ages5to14,162.0
56011,All,Ages5to14,335.0
56025,Male,Ages5to14,72.0
56025,Female,Ages5to14,67.0
56025,All,Ages5to14,139.0
56030,Male,Ages5to14,79.0
56030,Female,Ages5to14,86.0
56030,All,Ages5to14,165.0
56523,Male,Ages5to14,113.0
56523,Female,Ages5to14,112.0
56523,All,Ages5to14,225.0
56538,Male,Ages5to14,44.0
56538,Female,Ages5to14,40.0
56538,All,Ages5to14,84.0
56576,Male,Ages5to14,72.0
56576,Female,Ages5to14,80.0
56576,All,Ages5to14,152.0
60054,Male,Ages5to14,966.0
60054,Female,Ages5to14,869.0
60054,All,Ages5to14,1835.0
60073,Male,Ages5to14,264.0
60073,Female,Ages5to14,249.0
60073,All,Ages5to14,513.0
60088,Male,Ages5to14,231.0
60088,Female,Ages5to14,225.0
60088,All,Ages5to14,456.0
60092,Male,Ages5to14,779.0
60092,Female,Ages5to14,734.0
60092,All,Ages5to14,1513.0
60105,Male,Ages5to14,281.0
60105,Female,Ages5to14,247.0
60105,All,Ages5to14,528.0
60110,Male,Ages5to14,237.0
60110,Female,Ages5to14,249.0
60110,All,Ages5to14,486.0
60124,Male,Ages5to14,324.0
60124,Female,Ages5to14,284.0
60124,All,Ages5to14,608.0
60139,Male,Ages5to14,221.0
60139,Female,Ages5to14,219.0
60139,All,Ages5to14,440.0
60143,Male,Ages5to14,709.0
60143,Female,Ages5to14,679.0
60143,All,Ages5to14,1388.0
60158,Male,Ages5to14,72.0
60158,Female,Ages5to14,75.0
60158,All,Ages5to14,147.0
60177,Male,Ages5to14,694.0
60177,Female,Ages5to14,682.0
60177,All,Ages5to14,1376.0
60181,Male,Ages5to14,175.0
60181,Female,Ages5to14,199.0
60181,All,Ages5to14,374.0
60196,Male,Ages5to14,122.0
60196,Female,Ages5to14,135.0
60196,All,Ages5to14,257.0
60209,Male,Ages5to14,296.0
60209,Female,Ages5to14,264.0
60209,All,Ages5to14,560.0
60213,Male,Ages5to14,854.0
60213,Female,Ages5to14,843.0
60213,All,Ages5to14,1697.0
60228,Male,Ages5to14,272.0
60228,Female,Ages5to14,234.0
60228,All,Ages5to14,506.0
61061,Male,Ages5to14,576.0
61061,Female,Ages5to14,608.0
61061,All,Ages5to14,1184.0
61131,Male,Ages5to14,349.0
61131,Female,Ages5to14,284.0
61131,All,Ages5to14,633.0
61151,Male,Ages5to14,345.0
61151,Female,Ages5to14,292.0
61151,All,Ages5to14,637.0
61216,Male,Ages5to14,112.0
61216,Female,Ages5to14,149.0
61216,All,Ages5to14,261.0
61240,Male,Ages5to14,402.0
61240,Female,Ages5to14,350.0
61240,All,Ages5to14,752.0
61324,Male,Ages5to14,302.0
61324,Female,Ages5to14,299.0
61324,All,Ages5to14,601.0
61339,Male,Ages5to14,1007.0
61339,Female,Ages5to14,951.0
61339,All,Ages5to14,1958.0
61343,Male,Ages5to14,654.0
61343,Female,Ages5to14,591.0
61343,All,Ages5to14,1245.0
61358,Male,Ages5to14,648.0
61358,Female,Ages5to14,633.0
61358,All,Ages5to14,1281.0
61377,Male,Ages5to14,316.0
61377,Female,Ages5to14,258.0
61377,All,Ages5to14,574.0
61381,Male,Ages5to14,166.0
61381,Female,Ages5to14,139.0
61381,All,Ages5to14,305.0
61447,Male,Ages5to14,1235.0
61447,Female,Ages5to14,1307.0
61447,All,Ages5to14,2542.0
61466,Male,Ages5to14,304.0
61466,Female,Ages5to14,322.0
61466,All,Ages5to14,626.0
61485,Male,Ages5to14,333.0
61485,Female,Ages5to14,321.0
61485,All,Ages5to14,654.0
61502,Male,Ages5to14,717.0
61502,Female,Ages5to14,743.0
61502,All,Ages5to14,1460.0
61625,Male,Ages5to14,1246.0
61625,Female,Ages5to14,1151.0
61625,All,Ages5to14,2397.0
61644,Male,Ages5to14,420.0
61644,Female,Ages5to14,351.0
61644,All,Ages5to14,771.0
61659,Male,Ages5to14,375.0
61659,Female,Ages5to14,350.0
61659,All,Ages5to14,725.0
61663,Male,Ages5to14,341.0
61663,Female,Ages5to14,370.0
61663,All,Ages5to14,711.0
62011,Male,Ages5to14,366.0
62011,Female,Ages5to14,350.0
62011,All,Ages5to14,716.0
62031,Male,Ages5to14,413.0
62031,Female,Ages5to14,437.0
62031,All,Ages5to14,850.0
62045,Male,Ages5to14,182.0
62045,Female,Ages5to14,170.0
62045,All,Ages5to14,352.0
62050,Male,Ages5to14,433.0
62050,Female,Ages5to14,422.0
62050,All,Ages5to14,855.0
62115,Male,Ages5to14,190.0
62115,Female,Ages5to14,183.0
62115,All,Ages5to14,373.0
62120,Male,Ages5to14,221.0
62120,Female,Ages5to14,183.0
62120,All,Ages5to14,404.0
62219,Male,Ages5to14,437.0
62219,Female,Ages5to14,434.0
62219,All,Ages5to14,871.0
62223,Male,Ages5to14,625.0
62223,Female,Ages5to14,619.0
62223,All,Ages5to14,1244.0
62312,Male,Ages5to14,391.0
62312,Female,Ages5to14,349.0
62312,All,Ages5to14,740.0
62346,Male,Ages5to14,163.0
62346,Female,Ages5to14,148.0
62346,All,Ages5to14,311.0
62510,Male,Ages5to14,274.0
62510,Female,Ages5to14,286.0
62510,All,Ages5to14,560.0
62596,Male,Ages5to14,423.0
62596,Female,Ages5to14,369.0
62596,All,Ages5to14,792.0
62609,Male,Ages5to14,750.0
62609,Female,Ages5to14,692.0
62609,All,Ages5to14,1442.0
62628,Male,Ages5to14,259.0
62628,Female,Ages5to14,236.0
62628,All,Ages5to14,495.0
62632,Male,Ages5to14,358.0
62632,Female,Ages5to14,287.0
62632,All,Ages5to14,645.0
62666,Male,Ages5to14,195.0
62666,Female,Ages5to14,200.0
62666,All,Ages5to14,395.0
62671,Male,Ages5to14,462.0
62671,Female,Ages5to14,475.0
62671,All,Ages5to14,937.0
62690,Male,Ages5to14,190.0
62690,Female,Ages5to14,172.0
62690,All,Ages5to14,362.0
62717,Male,Ages5to14,596.0
62717,Female,Ages5to14,585.0
62717,All,Ages5to14,1181.0
62736,Male,Ages5to14,255.0
62736,Female,Ages5to14,242.0
62736,All,Ages5to14,497.0
62844,Male,Ages5to14,191.0
62844,Female,Ages5to14,161.0
62844,All,Ages5to14,352.0
62897,Male,Ages5to14,72.0
62897,Female,Ages5to14,63.0
62897,All,Ages5to14,135.0
62933,Male,Ages5to14,791.0
62933,Female,Ages5to14,711.0
62933,All,Ages5to14,1502.0
62967,Male,Ages5to14,368.0
62967,Female,Ages5to14,315.0
62967,All,Ages5to14,683.0
62986,Male,Ages5to14,551.0
62986,Female,Ages5to14,542.0
62986,All,Ages5to14,1093.0
62991,Male,Ages5to14,192.0
62991,Female,Ages5to14,223.0
62991,All,Ages5to14,415.0
63033,Male,Ages5to14,389.0
63033,Female,Ages5to14,346.0
63033,All,Ages5to14,735.0
63052,Male,Ages5to14,329.0
63052,Female,Ages5to14,298.0
63052,All,Ages5to14,627.0
63118,Male,Ages5to14,503.0
63118,Female,Ages5to14,486.0
63118,All,Ages5to14,989.0
63231,Male,Ages5to14,511.0
63231,Female,Ages5to14,510.0
63231,All,Ages5to14,1021.0
63245,Male,Ages5to14,357.0
63245,Female,Ages5to14,340.0
63245,All,Ages5to14,697.0
63250,Male,Ages5to14,392.0
63250,Female,Ages5to14,402.0
63250,All,Ages5to14,794.0
63264,Male,Ages5to14,725.0
63264,Female,Ages5to14,741.0
63264,All,Ages5to14,1466.0
63283,Male,Ages5to14,168.0
63283,Female,Ages5to14,178.0
63283,All,Ages5to14,346.0
63301,Male,Ages5to14,709.0
63301,Female,Ages5to14,658.0
63301,All,Ages5to14,1367.0
63334,Male,Ages5to14,306.0
63334,Female,Ages5to14,302.0
63334,All,Ages5to14,608.0
63419,Male,Ages5to14,479.0
63419,Female,Ages5to14,461.0
63419,All,Ages5to14,940.0
63423,Male,Ages5to14,355.0
63423,Female,Ages5to14,344.0
63423,All,Ages5to14,699.0
63438,Male,Ages5to14,750.0
63438,Female,Ages5to14,664.0
63438,All,Ages5to14,1414.0
63442,Male,Ages5to14,384.0
63442,Female,Ages5to14,360.0
63442,All,Ages5to14,744.0
63457,Male,Ages5to14,396.0
63457,Female,Ages5to14,390.0
63457,All,Ages5to14,786.0
63461,Male,Ages5to14,326.0
63461,Female,Ages5to14,329.0
63461,All,Ages5to14,655.0
63476,Male,Ages5to14,321.0
63476,Female,Ages5to14,302.0
63476,All,Ages5to14,623.0
63481,Male,Ages5to14,466.0
63481,Female,Ages5to14,415.0
63481,All,Ages5to14,881.0
63508,Male,Ages5to14,278.0
63508,Female,Ages5to14,276.0
63508,All,Ages5to14,554.0
63512,Male,Ages5to14,68.0
63512,Female,Ages5to14,78.0
63512,All,Ages5to14,146.0
63527,Male,Ages5to14,483.0
63527,Female,Ages5to14,450.0
63527,All,Ages5to14,933.0
63546,Male,Ages5to14,544.0
63546,Female,Ages5to14,545.0
63546,All,Ages5to14,1089.0
63616,Male,Ages5to14,797.0
63616,Female,Ages5to14,796.0
63616,All,Ages5to14,1593.0
63724,Male,Ages5to14,1122.0
63724,Female,Ages5to14,1006.0
63724,All,Ages5to14,2128.0
63739,Male,Ages5to14,579.0
63739,Female,Ages5to14,569.0
63739,All,Ages5to14,1148.0
63813,Male,Ages5to14,517.0
63813,Female,Ages5to14,502.0
63813,All,Ages5to14,1019.0
63828,Male,Ages5to14,425.0
63828,Female,Ages5to14,386.0
63828,All,Ages5to14,811.0
63832,Male,Ages5to14,193.0
63832,Female,Ages5to14,171.0
63832,All,Ages5to14,364.0
63890,Male,Ages5to14,199.0
63890,Female,Ages5to14,190.0
63890,All,Ages5to14,389.0
63902,Male,Ages5to14,139.0
63902,Female,Ages5to14,127.0
63902,All,Ages5to14,266.0
63917,Male,Ages5to14,315.0
63917,Female,Ages5to14,274.0
63917,All,Ages5to14,589.0
63921,Male,Ages5to14,605.0
63921,Female,Ages5to14,553.0
63921,All,Ages5to14,1158.0
65931,Male,Ages5to14,
65931,Female,Ages5to14,
65931,All,Ages5to14,
70075,Male,Ages5to14,586.0
70075,Female,Ages5to14,665.0
70075,All,Ages5to14,1251.0
70094,Male,Ages5to14,380.0
70094,Female,Ages5to14,356.0
70094,All,Ages5to14,736.0
70107,Male,Ages5to14,132.0
70107,Female,Ages5to14,103.0
70107,All,Ages5to14,235.0
70126,Male,Ages5to14,272.0
70126,Female,Ages5to14,229.0
70126,All,Ages5to14,501.0
70131,Male,Ages5to14,753.0
70131,Female,Ages5to14,638.0
70131,All,Ages5to14,1391.0
70164,Male,Ages5to14,383.0
70164,Female,Ages5to14,334.0
70164,All,Ages5to14,717.0
70179,Male,Ages5to14,346.0
70179,Female,Ages5to14,311.0
70179,All,Ages5to14,657.0
70198,Male,Ages5to14,347.0
70198,Female,Ages5to14,277.0
70198,All,Ages5to14,624.0
70215,Male,Ages5to14,772.0
70215,Female,Ages5to14,735.0
70215,All,Ages5to14,1507.0
70220,Male,Ages5to14,598.0
70220,Female,Ages5to14,558.0
70220,All,Ages5to14,1156.0
70234,Male,Ages5to14,403.0
70234,Female,Ages5to14,379.0
70234,All,Ages5to14,782.0
70253,Male,Ages5to14,681.0
70253,Female,Ages5to14,720.0
70253,All,Ages5to14,1401.0
70268,Male,Ages5to14,172.0
70268,Female,Ages5to14,151.0
70268,All,Ages5to14,323.0
70272,Male,Ages5to14,573.0
70272,Female,Ages5to14,522.0
70272,All,Ages5to14,1095.0
70291,Male,Ages5to14,286.0
70291,Female,Ages5to14,245.0
70291,All,Ages5to14,531.0
70319,Male,Ages5to14,370.0
70319,Female,Ages5to14,334.0
70319,All,Ages5to14,704.0
70323,Male,Ages5to14,621.0
70323,Female,Ages5to14,559.0
70323,All,Ages5to14,1180.0
70361,Male,Ages5to14,578.0
70361,Female,Ages5to14,564.0
70361,All,Ages5to14,1142.0
70376,Male,Ages5to14,423.0
70376,Female,Ages5to14,379.0
70376,All,Ages5to14,802.0
70381,Male,Ages5to14,173.0
70381,Female,Ages5to14,160.0
70381,All,Ages5to14,333.0
70408,Male,Ages5to14,354.0
70408,Female,Ages5to14,342.0
70408,All,Ages5to14,696.0
70412,Male,Ages5to14,464.0
70412,Female,Ages5to14,418.0
70412,All,Ages5to14,882.0
70427,Male,Ages5to14,389.0
70427,Female,Ages5to14,384.0
70427,All,Ages5to14,773.0
70451,Male,Ages5to14,131.0
70451,Female,Ages5to14,149.0
70451,All,Ages5to14,280.0
70470,Male,Ages5to14,144.0
70470,Female,Ages5to14,134.0
70470,All,Ages5to14,278.0
70499,Male,Ages5to14,262.0
70499,Female,Ages5to14,237.0
70499,All,Ages5to14,499.0
70501,Male,Ages5to14,375.0
70501,Female,Ages5to14,353.0
70501,All,Ages5to14,728.0
70516,Male,Ages5to14,640.0
70516,Female,Ages5to14,563.0
70516,All,Ages5to14,1203.0
70521,Male,Ages5to14,177.0
70521,Female,Ages5to14,199.0
70521,All,Ages5to14,376.0
70535,Male,Ages5to14,347.0
70535,Female,Ages5to14,349.0
70535,All,Ages5to14,696.0
70569,Male,Ages5to14,248.0
70569,Female,Ages5to14,248.0
70569,All,Ages5to14,496.0
70573,Male,Ages5to14,607.0
70573,Female,Ages5to14,579.0
70573,All,Ages5to14,1186.0
70588,Male,Ages5to14,450.0
70588,Female,Ages5to14,446.0
70588,All,Ages5to14,896.0
70592,Male,Ages5to14,109.0
70592,Female,Ages5to14,73.0
70592,All,Ages5to14,182.0
70605,Male,Ages5to14,321.0
70605,Female,Ages5to14,318.0
70605,All,Ages5to14,639.0
70610,Male,Ages5to14,472.0
70610,Female,Ages5to14,466.0
70610,All,Ages5to14,938.0
70639,Male,Ages5to14,496.0
70639,Female,Ages5to14,511.0
70639,All,Ages5to14,1007.0
70658,Male,Ages5to14,337.0
70658,Female,Ages5to14,338.0
70658,All,Ages5to14,675.0
70662,Male,Ages5to14,1376.0
70662,Female,Ages5to14,1287.0
70662,All,Ages5to14,2663.0
70709,Male,Ages5to14,387.0
70709,Female,Ages5to14,372.0
70709,All,Ages5to14,759.0
70747,Male,Ages5to14,266.0
70747,Female,Ages5to14,262.0
70747,All,Ages5to14,528.0
70785,Male,Ages5to14,518.0
70785,Female,Ages5to14,462.0
70785,All,Ages5to14,980.0
70790,Male,Ages5to14,456.0
70790,Female,Ages5to14,430.0
70790,All,Ages5to14,886.0
70841,Male,Ages5to14,171.0
70841,Female,Ages5to14,151.0
70841,All,Ages5to14,322.0
70893,Male,Ages5to14,316.0
70893,Female,Ages5to14,343.0
70893,All,Ages5to14,659.0
70906,Male,Ages5to14,186.0
70906,Female,Ages5to14,186.0
70906,All,Ages5to14,372.0
70911,Male,Ages5to14,583.0
70911,Female,Ages5to14,578.0
70911,All,Ages5to14,1161.0
70925,Male,Ages5to14,50.0
70925,Female,Ages5to14,42.0
70925,All,Ages5to14,92.0
70930,Male,Ages5to14,910.0
70930,Female,Ages5to14,937.0
70930,All,Ages5to14,1847.0
70963,Male,Ages5to14,
70963,Female,Ages5to14,
70963,All,Ages5to14,
70978,Male,Ages5to14,553.0
70978,Female,Ages5to14,494.0
70978,All,Ages5to14,1047.0
70982,Male,Ages5to14,196.0
70982,Female,Ages5to14,167.0
70982,All,Ages5to14,363.0
70997,Male,Ages5to14,416.0
70997,Female,Ages5to14,404.0
70997,All,Ages5to14,820.0
71011,Male,Ages5to14,130.0
71011,Female,Ages5to14,132.0
71011,All,Ages5to14,262.0
71025,Male,Ages5to14,349.0
71025,Female,Ages5to14,306.0
71025,All,Ages5to14,655.0
71082,Male,Ages5to14,325.0
71082,Female,Ages5to14,328.0
71082,All,Ages5to14,653.0
71097,Male,Ages5to14,385.0
71097,Female,Ages5to14,358.0
71097,All,Ages5to14,743.0
71114,Male,Ages5to14,444.0
71114,Female,Ages5to14,393.0
71114,All,Ages5to14,837.0
71129,Male,Ages5to14,569.0
71129,Female,Ages5to14,497.0
71129,All,Ages5to14,1066.0
71171,Male,Ages5to14,
71171,Female,Ages5to14,
71171,All,Ages5to14,
71222,Male,Ages5to14,227.0
71222,Female,Ages5to14,193.0
71222,All,Ages5to14,420.0
71326,Male,Ages5to14,326.0
71326,Female,Ages5to14,317.0
71326,All,Ages5to14,643.0
71364,Male,Ages5to14,198.0
71364,Female,Ages5to14,187.0
71364,All,Ages5to14,385.0
71379,Male,Ages5to14,147.0
71379,Female,Ages5to14,146.0
71379,All,Ages5to14,293.0
71398,Male,Ages5to14,294.0
71398,Female,Ages5to14,259.0
71398,All,Ages5to14,553.0
71401,Male,Ages5to14,297.0
71401,Female,Ages5to14,278.0
71401,All,Ages5to14,575.0
71420,Male,Ages5to14,237.0
71420,Female,Ages5to14,220.0
71420,All,Ages5to14,457.0
71434,Male,Ages5to14,597.0
71434,Female,Ages5to14,586.0
71434,All,Ages5to14,1183.0
71449,Male,Ages5to14,406.0
71449,Female,Ages5to14,392.0
71449,All,Ages5to14,798.0
76000,Male,Ages5to14,430.0
76000,Female,Ages5to14,406.0
76000,All,Ages5to14,836.0
76029,Male,Ages5to14,336.0
76029,Female,Ages5to14,336.0
76029,All,Ages5to14,672.0
76033,Male,Ages5to14,1138.0
76033,Female,Ages5to14,965.0
76033,All,Ages5to14,2103.0
76052,Male,Ages5to14,451.0
76052,Female,Ages5to14,488.0
76052,All,Ages5to14,939.0
76071,Male,Ages5to14,303.0
76071,Female,Ages5to14,303.0
76071,All,Ages5to14,606.0
76086,Male,Ages5to14,311.0
76086,Female,Ages5to14,265.0
76086,All,Ages5to14,576.0
76103,Male,Ages5to14,313.0
76103,Female,Ages5to14,327.0
76103,All,Ages5to14,640.0
76122,Male,Ages5to14,630.0
76122,Female,Ages5to14,620.0
76122,All,Ages5to14,1250.0
76137,Male,Ages5to14,548.0
76137,Female,Ages5to14,540.0
76137,All,Ages5to14,1088.0
76141,Male,Ages5to14,566.0
76141,Female,Ages5to14,572.0
76141,All,Ages5to14,1138.0
76161,Male,Ages5to14,310.0
76161,Female,Ages5to14,248.0
76161,All,Ages5to14,558.0
76180,Male,Ages5to14,372.0
76180,Female,Ages5to14,343.0
76180,All,Ages5to14,715.0
76194,Male,Ages5to14,167.0
76194,Female,Ages5to14,165.0
76194,All,Ages5to14,332.0
76211,Male,Ages5to14,269.0
76211,Female,Ages5to14,250.0
76211,All,Ages5to14,519.0
76226,Male,Ages5to14,841.0
76226,Female,Ages5to14,820.0
76226,All,Ages5to14,1661.0
77036,Male,Ages5to14,465.0
77036,Female,Ages5to14,373.0
77036,All,Ages5to14,838.0
77055,Male,Ages5to14,586.0
77055,Female,Ages5to14,563.0
77055,All,Ages5to14,1149.0
77074,Male,Ages5to14,273.0
77074,Female,Ages5to14,267.0
77074,All,Ages5to14,540.0
77093,Male,Ages5to14,516.0
77093,Female,Ages5to14,510.0
77093,All,Ages5to14,1026.0
77106,Male,Ages5to14,1595.0
77106,Female,Ages5to14,1631.0
77106,All,Ages5to14,3226.0
77111,Male,Ages5to14,555.0
77111,Female,Ages5to14,548.0
77111,All,Ages5to14,1103.0
77125,Male,Ages5to14,375.0
77125,Female,Ages5to14,369.0
77125,All,Ages5to14,744.0
77159,Male,Ages5to14,546.0
77159,Female,Ages5to14,518.0
77159,All,Ages5to14,1064.0
77197,Male,Ages5to14,658.0
77197,Female,Ages5to14,584.0
77197,All,Ages5to14,1242.0
77271,Male,Ages5to14,522.0
77271,Female,Ages5to14,514.0
77271,All,Ages5to14,1036.0
77286,Male,Ages5to14,353.0
77286,Female,Ages5to14,391.0
77286,All,Ages5to14,744.0
78010,Male,Ages5to14,601.0
78010,Female,Ages5to14,574.0
78010,All,Ages5to14,1175.0
78024,Male,Ages5to14,974.0
78024,Female,Ages5to14,913.0
78024,All,Ages5to14,1887.0
78062,Male,Ages5to14,382.0
78062,Female,Ages5to14,390.0
78062,All,Ages5to14,772.0
78077,Male,Ages5to14,534.0
78077,Female,Ages5to14,561.0
78077,All,Ages5to14,1095.0
78113,Male,Ages5to14,376.0
78113,Female,Ages5to14,338.0
78113,All,Ages5to14,714.0
78128,Male,Ages5to14,513.0
78128,Female,Ages5to14,458.0
78128,All,Ages5to14,971.0
78132,Male,Ages5to14,573.0
78132,Female,Ages5to14,524.0
78132,All,Ages5to14,1097.0
78147,Male,Ages5to14,616.0
78147,Female,Ages5to14,573.0
78147,All,Ages5to14,1189.0
78166,Male,Ages5to14,856.0
78166,Female,Ages5to14,844.0
78166,All,Ages5to14,1700.0
78171,Male,Ages5to14,859.0
78171,Female,Ages5to14,848.0
78171,All,Ages5to14,1707.0
78190,Male,Ages5to14,776.0
78190,Female,Ages5to14,652.0
78190,All,Ages5to14,1428.0
78241,Male,Ages5to14,1138.0
78241,Female,Ages5to14,1082.0
78241,All,Ages5to14,2220.0
78255,Male,Ages5to14,783.0
78255,Female,Ages5to14,718.0
78255,All,Ages5to14,1501.0
78260,Male,Ages5to14,564.0
78260,Female,Ages5to14,562.0
78260,All,Ages5to14,1126.0
78306,Male,Ages5to14,373.0
78306,Female,Ages5to14,336.0
78306,All,Ages5to14,709.0
78311,Male,Ages5to14,516.0
78311,Female,Ages5to14,500.0
78311,All,Ages5to14,1016.0
78330,Male,Ages5to14,440.0
78330,Female,Ages5to14,435.0
78330,All,Ages5to14,875.0
78359,Male,Ages5to14,890.0
78359,Female,Ages5to14,910.0
78359,All,Ages5to14,1800.0
78397,Male,Ages5to14,804.0
78397,Female,Ages5to14,753.0
78397,All,Ages5to14,1557.0
78414,Male,Ages5to14,468.0
78414,Female,Ages5to14,427.0
78414,All,Ages5to14,895.0
78429,Male,Ages5to14,470.0
